,IRN,ORGANIZATION NAME,SCHOOL TYPE,GRADE SPAN,ORGANIZATION TYPE,ORGANIZATION CATEGORY,STATUS,DESIGNATED COUNTY,WEB URL,ORG EMAIL ADDRESS,Address,ORG PHONE,ORG FAX,SUPERINTENDENT,SUPERINTENDENT EMAIL,SUPERINTENDENT PHONE,TREASURER,TREASURER EMAIL,TREASURER PHONE,PRINCIPAL,PRINCIPAL EMAIL,PRINCIPAL PHONE,PARENT IRN,PARENT ORGANIZATION NAME,Latitude,Longitude
1527,"=""028373""",Oakwood High School,High School,"=""9-12""",Public School,School,Open,Montgomery,,waller.paul@oakwoodschools.org,"1200 Far Hills Ave, Dayton, Ohio, 45419",(937) 297-5325,(937) 297-5348,,,,,,,Paul Waller,waller.paul@oakwoodschools.org,(937) 938-5572,"=""044586""",Oakwood City,0.0,0.0
1528,"=""028381""",Langston Middle School,Middle School,"=""6-8""",Public School,School,Open,Lorain,http://www.oberlin.k12.oh.us,,"150 N Pleasant St, Oberlin, Ohio, 44074",(440) 775-7961,,,,,,,,Michael Scott,scott_m@ccsdistrict.org,(440) 669-2899,"=""044594""",Oberlin City Schools,0.0,0.0
1529,"=""028399""",Oberlin High School,High School,"=""9-12""",Public School,School,Open,Lorain,,,"281 N Pleasant St, Oberlin, Ohio, 44074",(440) 774-1295,,,,,,,,Michael Scott,scott_m@ccsdistrict.org,(440) 669-2899,"=""044594""",Oberlin City Schools,0.0,0.0
1530,"=""028407""",Hamilton Middle School,Middle School,"=""7-8""",Public School,School,Open,Franklin,,jendres@gapps.hls.k12.oh.us,"755 Rathmell Rd, Columbus, Ohio, 43207",(614) 491-8044,(614) 491-0260,,,,,,,Jeffrey Endres,jendres@hlsd.org,(614) 554-2393,"=""046953""",Hamilton Local,0.0,0.0
1531,"=""028415""",Olde Sawmill Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,,,"2485 Olde Sawmill Blvd, Dublin, Ohio, 43016",(614) 764-5936,(614) 764-5988,,,,,,,Martha Barley,barley_martha@dublinschools.net,(614) 477-4995,"=""047027""",Dublin City,0.0,0.0
1532,"=""028423""",Ohio Avenue Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,,,"505 S Ohio Ave, Columbus, Ohio, 43205",(614) 365-6130,(614) 365-6128,,,,,,,Kyle Miller,kmiller1@columbus.k12.oh.us,(614) 657-5080,"=""043802""",Columbus City School District,0.0,0.0
1533,"=""028480""",Austintown Intermediate School,Elementary School,"=""3-5""",Public School,School,Open,Mahoning,,AUST_BAB@ACCESS-K12.ORG,"255 Idaho Rd, Youngstown, Ohio, 44515",(330) 797-3900,(330) 797-3964,,,,,,,,,,"=""048298""",Austintown Local Schools,0.0,0.0
1534,"=""028498""",Old Fort Elementary School Bettsville Campus,Elementary School,"=""K-6""",Public School,School,Open,Seneca,,,"118 Washington St, Bettsville, Ohio, 44815",(419) 992-1024,(419) 992-4293,,,,,,,Laura Bryant,lbryant@oldfortschools.org,(419) 986-5166,"=""049726""",Old Fort Local,0.0,0.0
1535,"=""028506""",Old Fort High School,High School,"=""7-12""",Public School,School,Open,Seneca,,ecobb@oldfortschools.org,"7635 N Co Rd 51, Tiffin, Ohio, 44883",(419) 992-4291,(419) 992-4293,,,,,,,Erica Cobb,ecobb@oldfortschools.org,(419) 992-4291,"=""049726""",Old Fort Local,0.0,0.0
1536,"=""028514""",Old Orchard Elementary School,Elementary School,"=""K-8""",Public School,School,Open,Lucas,,vdreier@tps.org,"2402 Cheltenham Rd, Toledo, Ohio, 43606",(419) 671-3700,,,,,,,,Valerie Dreier,vdreier@tps.org,(419) 472-9461,"=""044909""",Toledo City,0.0,0.0
1537,"=""028522""",Buckeye Trail Middle School,Middle School,"=""6-8""",Public School,School,Open,Guernsey,,bill.hartmeyer@eguernsey.k12.oh.us,"65553 Wintergreen Rd, Lore City, Ohio, 43755",(740) 489-5100,,,,,,,,Duane Poland,duane.poland@eguernsey.k12.oh.us,(740) 489-5100,"=""069682""",East Guernsey Local,0.0,0.0
1538,"=""028530""",Olde Orchard Alt Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,,,"800 McNaughten Rd, Columbus, Ohio, 43213",(614) 365-5388,,,,,,,,Joan Bucy,jbucy5725@columbus.k12.oh.us,(614) 404-5753,"=""043802""",Columbus City School District,0.0,0.0
1539,"=""028548""",Olentangy High School,High School,"=""9-12""",Public School,School,Open,Delaware,,,"675 Lewis Center Rd, Lewis Center, Ohio, 43035",(740) 657-4100,(740) 657-4199,,,,,,,Robert Griffiths,robert_griffiths@olsd.us,(614) 843-6980,"=""046763""",Olentangy Local,0.0,0.0
1540,"=""028555""",Tecumseh  Middle School,Middle School,"=""6-8""",Public School,School,Open,Clark,,brian.dixon@tecumsehlocal.org,"10000 W National Rd, New Carlisle, Ohio, 45344",(937) 845-4465,(937) 845-4484,,,,,,,Brian Dixon,brian.dixon@tecumsehlocal.org,,"=""046243""",Tecumseh Local,0.0,0.0
1541,"=""028571""",Trotwood-Madison Early Learning Center,Elementary School,"K-1,P",Public School,School,Open,Montgomery,www.trotwood.k12.oh.us,,"4400 N Union Rd, Trotwood, Ohio, 45426",(937) 854-3050,,,,,,,,Nathan Warner,warnernh@gmail.com,(937) 232-2941,"=""048694""",Trotwood-Madison City,0.0,0.0
1542,"=""028589""",Oliver Hazard Perry Elementary School,Elementary School,"P,K-8",Public School,School,Open,Cuyahoga,,,"18400 Schenely Ave, Cleveland, Ohio, 44119",(216) 838-0900,,,,,,,,Brittani Irvin,brittani.irvin@clevelandmetroschools.org,(917) 538-1002,"=""043786""",Cleveland Municipal,0.0,0.0
1543,"=""028605""",Olmsted Falls High School,High School,"=""9-12""",Public School,School,Open,Cuyahoga,http://www.ofcs.k12.oh.us/high/index.html,,"26939 Bagley Rd, Olmsted Falls, Ohio, 44138",(440) 427-6100,(440) 427-6110,,,,,,,Leo Spagnola,spagnolal@parmacityschools.org,,"=""046573""",Olmsted Falls City,0.0,0.0
1544,"=""028613""",Olmsted Falls Middle School,Middle School,"=""6-8""",Public School,School,Open,Cuyahoga,http://www.ofcs.k12.oh.us/middle/index.html,,"27045 Bagley Rd, Olmsted Falls, Ohio, 44138",(440) 427-6200,(440) 427-6210,,,,,,,Mark Kurz,mkurz@ofcs.net,(440) 427-6200,"=""046573""",Olmsted Falls City,0.0,0.0
1545,"=""028647""",Onaway Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Cuyahoga,,,"3115 Woodbury Rd, Shaker Heights, Ohio, 44120",(216) 295-4080,(216) 295-4018,,,,,,,Eric Forman,forman32@gmail.com,(216) 509-3593,"=""044750""",Shaker Heights City,0.0,0.0
1546,"=""028662""",Ontario School,Elementary School,"=""K-6""",Public School,School,Open,Erie,,cadkins@scs-k12.net,"924 Ontario St, Sandusky, Ohio, 44870",(419) 984-1251,(419) 621-2852,,,,,,,Cosetta Adkins,adkinscosetta@gmail.com,(419) 706-2913,"=""044743""",Sandusky City,0.0,0.0
1547,"=""028670""",Ontario High School,High School,"=""9-12""",Public School,School,Open,Richland,,,"467 Shelby Ontario Rd, Mansfield, Ohio, 44906",(419) 529-3969,(419) 529-5649,,,,,,,Christopher Smith,smith.chris@ontarioschools.org,(419) 529-3969,"=""049478""",Ontario Local,0.0,0.0
1548,"=""028688""",Ontario Middle School,Middle School,"=""6-8""",Public School,School,Open,Richland,,,"447 Shelby Ontario Rd, Mansfield, Ohio, 44906",(419) 529-5507,(419) 529-7058,,,,,,,Susan Weirich,weirich.sue@lexington.k12.oh.us,(419) 529-5507,"=""049478""",Ontario Local,0.0,0.0
1549,"=""028712""",Orange High School,High School,"=""9-12""",Public School,School,Open,Cuyahoga,,,"32000 Chagrin Blvd, Pepper Pike, Ohio, 44124",(216) 831-8581,,,,,,,,Paul Lucas,plucas@orangecsd.org,(216) 831-8600,"=""046581""",Orange City ,0.0,0.0
1550,"=""028720""",Orchard School,Elementary School,"P,K-8",Public School,School,Open,Cuyahoga,,,"4200 Bailey Ave, Cleveland, Ohio, 44113",(216) 838-7350,,,,,,,,Kathryn Francis,kathryn.francis@clevelandmetroschools.org,(440) 724-1547,"=""043786""",Cleveland Municipal,0.0,0.0
1551,"=""028720""",Orchard School,STEM School,"P,K-8",Public School,School,Open,Cuyahoga,,,"4200 Bailey Ave, Cleveland, Ohio, 44113",(216) 838-7350,,,,,,,,Kathryn Francis,kathryn.francis@clevelandmetroschools.org,(440) 724-1547,"=""043786""",Cleveland Municipal,0.0,0.0
1552,"=""028738""",Orchard Hill Intermediate School,Elementary School,"=""3-5""",Public School,School,Open,Stark,,,"1305 Jonathan Ave SW, North Canton, Ohio, 44720",(330) 497-5655,(330) 966-1701,,,,,,,Darlene Howald,dar.howald@northcantonschools.org,(330) 499-5975,"=""044503""",North Canton City,0.0,0.0
1553,"=""028746""",Leetonia Elementary School,Middle School,"=""K-6""",Public School,School,Open,Columbiana,,tradinsky@leetonia.k12.oh.us,"450 Walnut St, Leetonia, Ohio, 44431",(330) 427-2444,(330) 427-2549,,,,,,,Troy Radinsky,radt@att.net,(740) 512-5901,"=""045443""",Leetonia Exempted Village,0.0,0.0
1554,"=""028753""",Orchard Park Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Montgomery,,dave.timpone@ketteringschools.org,"600 E Dorothy Ln, Kettering, Ohio, 45419",(937) 499-1910,(937) 499-1929,,,,,,,Janice Ambrose,micki.ambrose@ketteringschools.org,(937) 293-4064,"=""044180""",Kettering City School District,0.0,0.0
1555,"=""028779""",Orrville High School,High School,"=""9-12""",Public School,School,Open,Wayne,,,"841 N Ella St, Orrville, Ohio, 44667",(330) 682-4661,(330) 682-4662,,,,,,,Timothy Adams,roc_tadams@tccsa.net,(330) 715-3936,"=""044610""",Orrville City,0.0,0.0
1556,"=""028795""",Wright Brothers Middle School,Middle School,"=""7-8""",Public School,School,Open,Montgomery,,,"1361 Huffman Ave, Dayton, Ohio, 45403",(937) 542-5940,(937) 542-5941,,,,,,,Eric Krissek,ejkrisse@daytonpublic.com,(937) 475-5261,"=""043844""",Dayton City,0.0,0.0
1557,"=""028811""",Reagan Elementary School,Elementary School,"K-3,P",Public School,School,Open,Ashland,,stmcdonn@ashlandcityschools.org,"850 Jackson Dr, Ashland, Ohio, 44805",(419) 289-7964,(419) 289-4571,,,,,,,,,,"=""043505""",Ashland City,0.0,0.0
1558,"=""028829""",Osborne Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Erie,,,"920 W Osborne St, Sandusky, Ohio, 44870",(419) 984-1270,(419) 626-9435,,,,,,,Rebecca Muratori,RMuratori@scs-k12.net,(419) 433-8537,"=""044743""",Sandusky City,0.0,0.0
1559,"=""028845""",Buckeye Valley West Elementary School,Elementary School,"K-4,P",Public School,School,Open,Delaware,,,"4340 State Route 257 S, Ostrander, Ohio, 43061",(740) 666-2731,(740) 666-2221,,,,,,,Barry Lyons,blyons@mybvls.org,(740) 666-2731,"=""046755""",Buckeye Valley Local,0.0,0.0
1560,"=""028852""",Otis Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Sandusky,,bryantl@fremontschools.net,"718 N Brush St, Fremont, Ohio, 43420",(419) 332-8964,(419) 334-6788,,,,,,,Christine Opelt,opeltc@fremontschools.net,(419) 684-5357,"=""044016""",Fremont City,0.0,0.0
1561,"=""028860""",Otsego High School,High School,"=""9-12""",Public School,School,Open,Wood,,,"18505 Tontogany Creek Rd Ste 2, Bowling Green, Ohio, 43402",(419) 823-4381,(419) 823-1397,,,,,,,Kevin O'Shea,koshea@otsegoknights.org,(419) 823-4381,"=""050724""",Otsego Local,0.0,0.0
1562,"=""028878""",Ottawa Elementary School,Elementary School,"=""K-8""",Public School,School,Open,Putnam,http://og.noacsc.org,,"123 Putnam Pkwy, Ottawa, Ohio, 45875",(419) 523-4290,(419) 523-6032,,,,,,,Audrey Beining,abeining24@gmail.com,(419) 235-3851,"=""049379""",Ottawa-Glandorf Local,0.0,0.0
1563,"=""028886""",Ottawa Hills Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Lucas,,,"3602 Indian Rd, Toledo, Ohio, 43606",(419) 536-8329,(419) 536-6932,,,,,,,Kori Kawczynski,kkawczynski@ohschools.org,(419) 509-0515,"=""048215""",Ottawa Hills Local,0.0,0.0
1564,"=""028894""",Ottawa Hills High School,High School,"=""7-12""",Public School,School,Open,Lucas,,,"2532 Evergreen Rd, Toledo, Ohio, 43606",(419) 534-5376,(419) 534-5384,,,,,,,Benjamin Mcmurray,bmcmurray@ohschools.org,(419) 215-5546,"=""048215""",Ottawa Hills Local,0.0,0.0
1565,"=""028902""",Ottawa River Elementary School,Elementary School,"=""K-8""",Public School,School,Open,Lucas,,tbacon@tps.org,"4747 290th St, Toledo, Ohio, 43611",(419) 671-6350,,,,,,,,Tamra Bacon,tbacon@tps.org,(419) 297-3604,"=""044909""",Toledo City,0.0,0.0
1566,"=""028910""",Ottawa-Glandorf High School,High School,"P,9-12",Public School,School,Open,Putnam,,,"630 Glendale Ave, Ottawa, Ohio, 45875",(419) 523-5702,(419) 523-6346,,,,,,,Jayson Selgo,jselgo@archboldschools.org,(419) 446-2728,"=""049379""",Ottawa-Glandorf Local,0.0,0.0
1567,"=""028928""",Ottoville Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Putnam,http://www.noacsc.org/putnam/ov,,"650 W Third St, Ottoville, Ohio, 45876",(419) 453-3357,(419) 453-3367,,,,,,,Scott Mangas,smangas@ottovilleschools.org,(419) 453-3357,"=""049387""",Ottoville Local,0.0,0.0
1568,"=""028936""",Ottoville High School,High School,"=""7-12""",Public School,School,Open,Putnam,http://www.noacsc.org/putnam/ov,,"650 W Third St, Ottoville, Ohio, 45876",(419) 453-3358,(419) 453-3367,,,,,,,Wilbur Altenburger,,,"=""049387""",Ottoville Local,0.0,0.0
1569,"=""028969""",Overlook Elementary School,Elementary School,"K-4,P",Public School,School,Open,Medina,,,"650 Broad St, Wadsworth, Ohio, 44281",(330) 335-1420,(330) 335-1425,,,,,,,Erin Simpson,esimpson@wadsworthschools.org,(330) 335-1420,"=""044974""",Wadsworth City ,0.0,0.0
1570,"=""028985""",Clermont Northeastern Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Clermont,,,"5347 Hutchinson Rd, Batavia, Ohio, 45103",(513) 625-1211,(513) 732-0285,,,,,,,Tonya Schmidt,schmidt_t@cneschools.org,(513) 373-5766,"=""046326""",Clermont Northeastern Local,0.0,0.0
1571,"=""028993""",Oxford Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Cuyahoga,,D_Leddy@chuh.org,"939 Quilliams Rd, Cleveland Heights, Ohio, 44121",(216) 371-6525,,,,,,,,Teresa Taylor-Ware,T_Taylor@chuh.org,(216) 371-7470,"=""043794""",Cleveland Heights-University Heights City,0.0,0.0
1572,"=""029009""",Oyler School,High School,"K-12,P",Public School,School,Open,Hamilton,,,"2121 Hatmaker St, Cincinnati, Ohio, 45204",(513) 363-4100,(513) 363-4120,,,,,,,Amy Randolph,randola@cps-k12.org,(513) 485-0444,"=""043752""",Cincinnati Public Schools,0.0,0.0
1573,"=""029025""",Paint Valley High School,High School,"=""9-12""",Public School,School,Open,Ross,,,"7454 Us Highway 50 W, Bainbridge, Ohio, 45612",(740) 634-3582,(740) 634-3583,,,,,,,Lewis Ewry,lewis.ewry@pvlsd.org,(740) 703-4664,"=""049510""",Paint Valley Local,0.0,0.0
1574,"=""029041""",Fairborn Intermediate School,Elementary School,"=""3-6""",Public School,School,Open,Greene,,,"25 Dellwood Dr, Fairborn, Ohio, 45324",(937) 878-3969,,,,,,,,Betsy Wyatt,bwyatt@fairborn.k12.oh.us,(937) 878-3969,"=""043968""",Fairborn City ,0.0,0.0
1575,"=""029066""",Pandora-Gilboa Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Putnam,,schroederj@pg.noacsc.org,"410 Rocket Ridge, Pandora, Ohio, 45877",(419) 384-3225,(419) 384-3230,,,,,,,Jodi Schroeder,schroederj@pgrockets.org,(419) 384-3225,"=""049395""",Pandora-Gilboa Local,0.0,0.0
1576,"=""029074""",Pandora-Gilboa High School,High School,"=""9-12""",Public School,School,Open,Putnam,,wisej@pg.noacsc.org,"410 Rocket Ridge, Pandora, Ohio, 45877",(419) 384-3225,(419) 384-3230,,,,,,,Jeffrey Wise,wisej@pgrockets.org,(419) 384-3225,"=""049395""",Pandora-Gilboa Local,0.0,0.0
1577,"=""029090""",Park Elementary School,Elementary School,"=""K-3""",Public School,School,Open,Geauga,,,"111 Goodrich Ct, Chardon, Ohio, 44024",(440) 285-4067,(440) 286-0515,,,,,,,Rhonda Garrett,Rhonda.Garrett@chardonschools.org,(440) 285-4067,"=""047183""",Chardon Local,0.0,0.0
1578,"=""029108""",Swanton Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Fulton,,,"111 Crestwood Dr, Swanton, Ohio, 43558",(419) 826-3766,(419) 826-2965,,,,,,,Kristi Molter,kristi.molter@swantonschools.org,(419) 346-9905,"=""047092""",Swanton Local,0.0,0.0
1579,"=""029140""",Park Layne Elementary School,Elementary School,"=""K-1""",Public School,School,Open,Clark,,karyl.strader@tecumsehlocal.org,"12355 Dille Rd, New Carlisle, Ohio, 45344",(937) 845-4470,(937) 845-4458,,,,,,,Karyl Strader,karyl.strader@tecumsehlocal.org,(937) 206-2265,"=""046243""",Tecumseh Local,0.0,0.0
1580,"=""029157""",Western Elementary School,Elementary School,"=""4-6""",Public School,School,Open,Pike,,,"7959 State Route 124, Latham, Ohio, 45646",(740) 493-2881,(740) 493-1059,,,,,,,Bethany Whitt,bwhitt@westernlocalschools.com,(740) 222-2242,"=""049155""",Western Local,0.0,0.0
1581,"=""029181""",Parkmoor Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,,,"1711 Penworth Dr, Columbus, Ohio, 43229",(614) 365-5349,,,,,,,,Charmaine Campbell,ccampbell3409@columbus.k12.oh.us,(614) 832-9457,"=""043802""",Columbus City School District,0.0,0.0
1582,"=""029207""",Dover Intermediate School,Elementary School,"=""5-6""",Public School,School,Open,Cuyahoga,,,"2240 Dover Center Rd, Westlake, Ohio, 44145",(440) 835-6325,(440) 835-5798,,,,,,,Nick Miller,millerni@wlake.org,(440) 205-1195,"=""045062""",Westlake City,0.0,0.0
1583,"=""029223""",Gilles-Sweet Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Cuyahoga,,,"4320 West 220 Street, Fairview Park, Ohio, 44126",(440) 356-3525,(440) 356-3701,,,,,,,Barbara Brady,bbrady@fairview.k12.oh.us,(440) 356-3525,"=""043976""",Fairview Park City,0.0,0.0
1584,"=""029249""",Parkview Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Wayne,,,"773 Parkview Dr, Wooster, Ohio, 44691",(330) 262-3821,(330) 262-4655,,,,,,,Steven Furlong,Wstr_sfurlong@woostercityschools.org,(419) 685-1365,"=""045120""",Wooster City,0.0,0.0
1585,"=""029256""",Parkway Elementary School,Elementary School,"=""1-3""",Public School,School,Open,Stark,,,"1490 Parkway Blvd, Alliance, Ohio, 44601",(330) 829-2264,,,,,,,,Michelle Balderson,baldersonmi@alliancecityschools.org,(330) 206-3962,"=""043497""",Alliance City,0.0,0.0
1586,"=""029272""",Parkway Middle School,Middle School,"=""5-8""",Public School,School,Open,Mercer,,,"400 Buckeye St, Rockford, Ohio, 45882",(419) 363-3045,(419) 363-2597,,,,,,,Brian Woods,woodsb@parkwayschools.org,(419) 302-5148,"=""048579""",Parkway Local,0.0,0.0
1587,"=""029280""",Parkway High School,High School,"=""9-12""",Public School,School,Open,Mercer,,,"400 Buckeye St, Rockford, Ohio, 45882",(419) 363-3045,(419) 363-2596,,,,,,,Brian Fortkamp,fortkab@parkwayschools.org,,"=""048579""",Parkway Local,0.0,0.0
1588,"=""029306""",Northwood Intermediate School,Elementary School,"=""3-4""",Public School,School,Open,Shelby,,michael.moore@sidneycityschools.org,"1152 Saint Marys Rd, Sidney, Ohio, 45365",(937) 497-2231,(937) 497-2232,,,,,,,Eric Barr,BARRER@DELAWARECITYSCHOOLS.NET,(937) 497-2231,"=""044784""",Sidney City,0.0,0.0
1589,"=""029322""",Parkwood Elementary School,Elementary School,"K-5,P",Public School,School,Open,Greene,,,"1791 Wilene Dr, Beavercreek, Ohio, 45432",(937) 429-7604,(937) 429-7684,,,,,,,Susan Bamford,sue.bamford@beavercreek.k12.oh.us,(937) 310-1350,"=""047241""",Beavercreek City,0.0,0.0
1590,"=""029330""",Parma High School,High School,"=""8-12""",Public School,School,Open,Cuyahoga,,coffmanc@parmacityschools.org,"6285 W 54th St, Parma, Ohio, 44129",(440) 885-2300,(440) 885-8684,,,,,,,Leo Spagnola,spagnolal@parmacityschools.org,,"=""044636""",Parma City,0.0,0.0
1591,"=""029348""",Parma Park Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Cuyahoga,,clappg@parmacityschools.org,"6800 Commonwealth Blvd, Parma Heights, Ohio, 44130",(440) 885-2390,(440) 885-3707,,,,,,,Wendy Jewell,jwendy325@aol.com,(216) 575-8373,"=""044636""",Parma City,0.0,0.0
1592,"=""029355""",Parsons Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,,,"3231 Lee Ellen Pl, Columbus, Ohio, 43207",(614) 365-5099,,,,,,,,Shannon Clemons,sclemons5483@columbus.k12.oh.us,(614) 282-8282,"=""043802""",Columbus City School District,0.0,0.0
1593,"=""029363""",Pataskala Elementary School,Elementary School,"=""2-3""",Public School,School,Open,Licking,,jpratt@laca.og,"395 S High St, Pataskala, Ohio, 43062",(740) 927-3861,,,,,,,,Joseph Pratt,jpratt@laca.org,(   )    -    ,"=""048041""",Southwest Licking Local,0.0,0.0
1594,"=""029371""",Patrick Henry School,Elementary School,"P,K-8",Public School,School,Open,Cuyahoga,,,"11901 Durant Ave, Cleveland, Ohio, 44108",(216) 838-2350,,,,,,,,Brittany Anderson,brittany.anderson@clevelandmetroschools.org,(216) 838-2350,"=""043786""",Cleveland Municipal,0.0,0.0
1595,"=""029413""",Paul L Dunbar Elementary School,Elementary School,"P,K-8",Public School,School,Open,Cuyahoga,,,"2159 West 29th, Cleveland, Ohio, 44113",(216) 838-7400,,,,,,,,Sofia Piperis,Sofia.piperis@clevelandmetroschools.org,(216) 383-4666,"=""043786""",Cleveland Municipal,0.0,0.0
1596,"=""029439""",Kenston Intermediate School,Elementary School,"=""4-5""",Public School,School,Open,Geauga,,,"17419 Snyder Rd, Chagrin Falls, Ohio, 44023",(440) 543-9722,(440) 543-3159,,,,,,,Adam Fender,adam.fender@kenstonapps.org,(216) 618-7247,"=""047191""",Kenston Local,0.0,0.0
