Sponsor IRN,Sponsor,School IRN,School,Telephone,Address,Public District Location IRN,Public District Location,County,First Year of Operation,Grade Levels Served,ConvOrStartup,PhysOrVirtual,School Type 3,Percent Minority,Percent Economically Disadvantaged,Percent Students with Disabilities,Percent Limited English Proficient,Attendance Rate,Overall Grade 2018,Overall Value-Added Grade 2018,Gifted Value-Added Grade 2018,Students with Disabilities Value-Added Grade 2018,Lowest 20% Value-Added Grade 2018,Highly Mobile Value-Added Grade 2018,Graduation Component Grade 2018,Five Year Graduation Rate Grade 2018,Gap Closing Component Grade 2018,Success Component Grade 2018,K3 Literacy Grade 2018,Overall Value-Added Grade 2017,Gifted Value-Added Grade 2017,Students with Disabilities Value-Added Grade 2017,Lowest 20% Value-Added Grade 2017,Highly Mobile Value-Added Grade 2017,Graduation Component Grade 2017,Five Year Graduation Rate Grade 2017,Gap Closing Component Grade 2017,Success Component Grade 2017,K3 Literacy Grade 2017,Overall Value-Added Grade 2016,Gifted Value-Added Grade 2016,Students with Disabilities Value-Added Grade 2016,Lowest 20% Value-Added Grade 2016,Highly Mobile Value-Added Grade 2016,Graduation Component Grade 2016,Five Year Graduation Rate Grade 2016,Gap Closing Component Grade 2016,Success Component Grade 2016,K3 Literacy Grade 2016,Overall Value-Added Grade 2015,Gifted Value-Added Grade 2015,Students with Disabilities Value-Added Grade 2015,Lowest 20% Value-Added Grade 2015,Highly Mobile Value-Added Grade 2015,Five Year Graduation Rate Grade 2015,K3 Literacy Grade 2015,Overall Value-Added Grade 2014,Gifted Value-Added Grade 2014,Students with Disabilities Value-Added Grade 2014,Lowest 20% Value-Added Grade 2014,Five Year Graduation Rate Grade 2014,Overall Value-Added Grade 2013,Gifted Value-Added Grade 2013,Students with Disabilities Value-Added Grade 2013,Lowest 20% Value-Added Grade 2013,Five Year Graduation Rate Grade 2013,Latitude,Longitude,isClosed
000821,Thomas B. Fordham Foundation,012951,Columbus Collegiate Academy - West,(614) 5459570,"300 Dana Ave, Columbus, OH 43223",43802,Columbus City School District,Franklin,FY13,6-8,Startup,Site,General Education,0.585784436,1,0.167696051,0.080975043,0.89784717,C,A,NR,C,A,C,NR,NR,B,NR,NR,A,NR,D,A,F,NR,NR,F,NR,NR,B,NR,C,A,F,NR,NR,F,NR,NR,A,NR,A,A,A,NR,NR,A,NR,NR,C,NR,A,NR,B,B,NR,39.9520993,-83.0342076,No
050526,Tri-County ESC,012501,Beacon Hill Academy,(330) 3595600,"10470 Winesburg Rd, Dundee, OH 44624",50583,Southeast Local,Wayne,FY12,7-12,Conversion,Site,General Education,--,0.245143431,--,--,0.970766557,C,C,NR,NR,NR,NR,F,NR,A,F,NR,C,NR,B,A,NR,F,F,B,F,NR,F,NR,NR,NR,NR,F,NR,C,F,NR,C,NR,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,F,NR,NR,NR,NR,40.671824,-81.702346,No
123257,North Central Ohio ESC,014121,Imagine Leadership Academy,(330) 7531000,"2405 Romig Rd, Akron, OH 44320",43489,Akron City,Summit,FY14,K-8,Conversion,Site,General Education,0.953992903,0.996521921,0.148903177,--,0.921793287,F,F,NR,B,C,NR,NR,NR,F,NR,F,D,NR,A,C,NR,NR,NR,B,NR,NR,D,NR,A,C,C,NR,NR,F,NR,NR,B,NR,C,A,B,NR,F,C,NR,C,C,NR,--,--,--,--,--,41.0493082,-81.5779794,No
000862,Buckeye Community Hope Foundation,000875,Westside Academy,(614) 2729392,"4330 Clime Rd North, Columbus, OH 43228",43802,Columbus City School District,Franklin,FY07,K-8,Startup,Site,General Education,0.978814255,1,0.053315003,0.594743339,0.954749866,B,A,NR,NR,A,NR,NR,NR,A,NR,C,A,NR,NR,B,NR,NR,NR,C,NR,D,B,NR,NR,B,NR,NR,NR,F,NR,F,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,C,NR,A,NR,NR,C,NR,39.9356954,-83.1122293,No
083246,St Aloysius Orphanage,016850,Southwest Ohio Preparatory School,(513) 9754946,"5555 Little Flower Ave, Cincinnati, OH 45239",43752,Cincinnati City,Hamilton,FY18,K-8,Startup,Site,General Education,0.987355482,1,0.092111815,--,0.880235705,F,F,NR,NR,F,NR,NR,NR,F,NR,F,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39.1952403,-84.5704435,No
012931,Office of School Sponsorship,013232,A+ Children's Academy,(614) 4918502,"114 Obetz Rd, Columbus, OH 43207",43802,Columbus City School District,Franklin,FY13,K-6,Startup,Site,General Education,0.556482999,1,0.261265873,--,0.917854479,D,F,NR,NR,C,F,NR,NR,F,NR,NR,F,NR,NR,B,NR,NR,NR,F,NR,NR,D,NR,NR,A,D,NR,NR,F,NR,NR,C,NR,NR,F,C,NR,F,F,NR,NR,F,NR,NR,NR,NR,NR,NR,39.8823721,-82.996981,No
083246,St Aloysius Orphanage,012009,Zenith Academy East,(614) 5770997,"2261 S Hamilton Rd, Columbus, OH 43232",43802,Columbus City School District,Franklin,FY11,K-8,Startup,Site,General Education,0.992831696,0.99917953,0.112943972,0.511713261,0.984795766,D,F,NR,NR,F,NR,NR,NR,F,NR,C,F,NR,NR,D,NR,NR,NR,F,NR,F,C,NR,NR,D,NR,NR,NR,F,NR,NR,C,NR,NR,A,NR,NR,C,A,NR,NR,C,NR,A,NR,NR,NR,NR,39.9285849,-82.8813067,No
012931,Office of School Sponsorship,133736,Richard Allen Academy,(513) 7956549,"1206 Shuler Ave, Hamilton, OH 45011",43844,Dayton City,Montgomery,FY00,K-6,Startup,Site,General Education,0.981371905,1,--,--,0.927375883,D,C,NR,NR,B,NR,NR,NR,F,NR,NR,C,NR,NR,B,NR,NR,NR,F,NR,NR,D,NR,NR,C,NR,NR,NR,F,NR,NR,A,NR,NR,B,A,NR,NR,F,NR,NR,F,NR,F,NR,NR,F,NR,39.3835842,-84.5439495,No
050401,Warren County ESC,149054,Akron Digital Academy,,,43489,Akron City,Summit,FY03,"#N/A",Conversion,Virtual,Dropout Prevention and Recovery,0.49692042,0.882212942,0.289611666,--,0.769480281,Does Not Meet Standards,9.4,Meets Standards,16.2,Meets Standards,23,Meets Standards,Meets Standards,28.7,21.9,Meets Standards,Meets Standards,13.1,Meets Standards,21.6,Meets Standards,22.2,28.7,Meets Standards,Meets Standards,25.6,55.6,Meets Standards,11.8,Meets Standards,18.1,Meets Standards,Meets Standards,33.5,31,Meets Standards,2.1,Does Not Meet Standards,Does Not Meet Standards,Meets Standards,66.7,11.3,24.2,Meets Standards,29.4,Meets Standards,33.7,27.2,68.3,Meets Standards,18.8,Meets Standards,Meets Standards,0,0,Yes
043786,Cleveland Municipal,011291,Village Preparatory School,(216) 4562070,"1417 E 36th St, Cleveland, OH 44114",43786,Cleveland Municipal,Cuyahoga,FY10,K-8,Startup,Site,General Education,0.983737789,1,0.084641867,0.045161922,0.908988825,C,C,NR,B,C,NR,NR,NR,A,NR,D,C,NR,NR,C,NR,NR,NR,D,NR,C,F,NR,C,F,NR,NR,NR,F,NR,F,F,NR,NR,F,NR,NR,B,F,NR,D,F,NR,NR,NR,NR,NR,NR,41.5136256,-81.6665337,No
012931,Office of School Sponsorship,000311,Bridges Community Academy,(419) 4559295,"190 St Francis Ave, Tiffin, OH 44883",49684,Seneca East Local,Seneca,FY05,K-12,Startup,Site,General Education,0.179640148,0.817985505,0.315014465,--,0.91998391,D,F,NR,NR,C,NR,NR,NR,F,F,B,F,NR,D,C,F,A,A,F,D,NR,C,NR,NR,B,B,D,C,F,D,NR,D,NR,NR,NR,NR,C,NR,B,NR,NR,B,NR,F,NR,NR,NR,D,41.0979128,-83.1681756,No
016998,Ohio Council of Community Schools,008063,Life Skills Center of North Akron,(330) 6335990,"1458 Brittain Rd, Akron, OH 44310",43489,Akron City,Summit,FY06,9-12,Startup,Site,Dropout Prevention and Recovery,0.492768069,1,0.3094763,--,0.413363251,Does Not Meet Standards,3.1,Meets Standards,18.8,Meets Standards,12.4,Does Not Meet Standards,Meets Standards,15.3,11.7,Does Not Meet Standards,Meets Standards,14.1,Does Not Meet Standards,7.9,Does Not Meet Standards,6.1,15.3,Meets Standards,Does Not Meet Standards,11.4,69.2,Does Not Meet Standards,1.3,Does Not Meet Standards,4.5,Meets Standards,Meets Standards,12.8,9.2,Does Not Meet Standards,1.4,Does Not Meet Standards,Does Not Meet Standards,Meets Standards,53.8,0,9.6,Does Not Meet Standards,7.7,Does Not Meet Standards,5.1,6.5,21.1,Meets Standards,10.2,Does Not Meet Standards,Not Rated,41.102851,-81.4670554,No
083246,St Aloysius Orphanage,008064,Monroe Preparatory Academy,(567) 9987552,"328 E Monroe St, Sandusky, OH 44870",44263,Lorain City,Erie,FY06,K-6,Startup,Site,General Education,0.616628183,1,0.198870919,--,0.916823148,F,D,NR,D,C,NR,NR,NR,F,NR,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,A,NR,NR,NR,NR,NR,NR,NR,NR,NR,A,NR,NR,NR,NR,NR,NR,D,NR,NR,NR,NR,NR,D,NR,NR,C,NR,41.4513668,-82.703772,No
000821,Thomas B. Fordham Foundation,016858,United Preparatory Academy East,(614) 2050250,"1469 E Main St, Columbus, OH 43205",43802,Columbus City School District,Franklin,FY18,K-5,Startup,Site,General Education,0.951725087,0.893955603,--,--,0.893683148,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39.9568865,-82.9595235,No
000862,Buckeye Community Hope Foundation,000316,Constellation Schools: Westpark Community Middle,(216) 2517200,"16210 Lorain Ave, Cleveland, OH 44111",43786,Cleveland Municipal,Cuyahoga,FY06,5-8,Startup,Site,General Education,0.37768363,0.572393654,0.125694165,--,0.939558697,D,F,NR,C,C,NR,NR,NR,F,NR,NR,F,NR,A,B,NR,NR,NR,D,NR,NR,C,NR,B,C,NR,NR,NR,F,NR,NR,F,NR,F,D,NR,NR,NR,C,NR,C,C,NR,B,NR,C,A,NR,41.4515782,-81.8121372,No
083246,St Aloysius Orphanage,012684,Broadway Academy,(216) 2717747,"3398 E 55th St, Cleveland, OH 44127",43786,Cleveland Municipal,Cuyahoga,FY12,K-8,Startup,Site,General Education,0.989172715,1,0.102386199,--,0.846757595,C,B,NR,NR,B,A,NR,NR,B,NR,F,C,NR,C,C,F,NR,NR,F,NR,D,A,NR,A,A,NR,NR,NR,F,NR,F,C,NR,NR,C,NR,NR,F,F,NR,NR,F,NR,F,NR,D,D,NR,41.4656044,-81.6522654,No
048199,ESC of Lake Erie West,000318,Menlo Park Academy,(440) 9256365,"2149 W 53rd St, Cleveland, OH 44102",43786,Cleveland Municipal,Cuyahoga,FY05,K-8,Startup,Site,General Education,0.225545071,0.169229592,0.043636632,--,0.944417544,B,F,F,NR,NR,NR,NR,NR,A,NR,NR,F,F,NR,NR,NR,NR,NR,A,NR,NR,C,C,NR,NR,NR,NR,NR,A,NR,NR,B,B,NR,NR,NR,NR,NR,D,F,NR,NR,NR,D,F,NR,NR,NR,41.4731999,-81.7207252,No
083246,St Aloysius Orphanage,000813,Life Skills Center of Dayton,(937) 2742841,"1721 N Main St, Dayton, OH 45405",43844,Dayton City,Montgomery,FY06,9-12,Startup,Site,Dropout Prevention and Recovery,0.822569489,1,0.193316575,--,0.431432641,Meets Standards,1.9,Does Not Meet Standards,7.3,Does Not Meet Standards,6.5,Meets Standards,Meets Standards,21,12.9,Meets Standards,Does Not Meet Standards,4.8,Does Not Meet Standards,4.3,Meets Standards,16.7,21.1,Meets Standards,Meets Standards,16.2,57.1,Does Not Meet Standards,1.8,Meets Standards,14.5,Meets Standards,Meets Standards,25.6,26.8,Meets Standards,66.7,Meets Standards,Meets Standards,Meets Standards,43.8,8.4,16.9,Meets Standards,25.5,Meets Standards,15.9,18.7,17.4,Meets Standards,15.5,Meets Standards,Meets Standards,39.7788143,-84.2056559,No
083246,St Aloysius Orphanage,011956,Everest High School,(614) 3671980,"1555 Graham Rd, Reynoldsburg, OH 43068",47001,Reynoldsburg City,Franklin,FY11,9-12,Conversion,Site,Dropout Prevention and Recovery,0.61030455,0.186787569,--,--,0.398044099,Meets Standards,60.4,Exceeds Standards,48.3,Exceeds Standards,61.1,Exceeds Standards,Exceeds Standards,74.6,61.3,Exceeds Standards,Exceeds Standards,40.7,Exceeds Standards,59.7,Exceeds Standards,60.7,74.6,Exceeds Standards,Exceeds Standards,60.3,68.4,Exceeds Standards,49.3,Exceeds Standards,60.7,Exceeds Standards,Exceeds Standards,61.7,68.2,Exceeds Standards,54.8,Meets Standards,Does Not Meet Standards,Meets Standards,63.3,57.4,70.1,Exceeds Standards,65.9,Not Rated,--,62.8,70.6,Exceeds Standards,64.2,Exceeds Standards,Exceeds Standards,39.9529277,-82.7971456,No
000821,Thomas B. Fordham Foundation,014467,United Preparatory Academy,,"617 W State St, Columbus, OH 43215",43802,Columbus City School District,Franklin,FY15,K-5,Startup,Site,General Education,0.784926272,1,0.08784271,--,0.914156087,B,A,NR,NR,B,NR,NR,NR,A,NR,C,NR,NR,NR,NR,NR,NR,NR,A,NR,B,NR,NR,NR,NR,NR,NR,NR,NR,NR,D,NR,NR,NR,NR,NR,NR,NR,--,--,--,--,--,--,--,--,--,--,39.9578735,-83.0167091,No
048199,ESC of Lake Erie West,000319,Constellation Schools: Madison Community Elementary,(216) 6515212,"2015 W 95th St, Cleveland, OH 44102",43786,Cleveland Municipal,Cuyahoga,FY05,K-8,Startup,Site,General Education,0.743654067,0.998726067,0.179839463,0.157516972,0.918716081,D,F,NR,F,F,NR,NR,NR,D,NR,C,F,NR,D,F,NR,NR,NR,F,NR,D,F,NR,C,F,NR,NR,NR,F,NR,F,C,NR,C,C,NR,NR,F,C,NR,B,B,NR,C,NR,B,B,NR,41.4768235,-81.7480001,No
000862,Buckeye Community Hope Foundation,011507,Achieve Career Preparatory Academy,(419) 2438559,"3891 Martha Ave, Toledo, OH 43612",44909,Toledo City,Lucas,FY10,8-12,Startup,Site,Dropout Prevention and Recovery,0.889536501,1,0.396133125,--,0.641793137,Does Not Meet Standards,60,Exceeds Standards,45.5,Exceeds Standards,52.9,Exceeds Standards,Meets Standards,32.9,42.7,Does Not Meet Standards,Exceeds Standards,41.9,Exceeds Standards,47.1,Exceeds Standards,40,32.9,Meets Standards,Meets Standards,32.8,47.1,Meets Standards,28.6,Meets Standards,38.9,Meets Standards,Meets Standards,16.9,17.5,Meets Standards,0.3,Meets Standards,Meets Standards,Does Not Meet Standards,28.3,28.9,30.3,Meets Standards,15.9,Exceeds Standards,41.7,26,23.8,Meets Standards,22.2,Meets Standards,Meets Standards,41.6905303,-83.5656969,No
048199,ESC of Lake Erie West,133629,Horizon Science Acad Cleveland,(216) 4323660,"6000 S Marginal Rd, Cleveland, OH 44103",43786,Cleveland Municipal,Cuyahoga,FY00,K-12,Startup,Site,General Education,0.95796592,0.745241016,0.149381449,--,0.919698901,D,D,NR,F,C,NR,B,B,D,F,NR,C,NR,C,A,NR,B,A,F,F,NR,C,NR,C,B,NR,C,B,F,F,NR,NR,NR,NR,NR,NR,D,NR,NR,NR,NR,NR,D,NR,NR,NR,NR,D,41.5309122,-81.6486503,No
008303,"Kids Count of Dayton, Inc.",133512,Cincinnati College Preparatory Academy,(513) 6840777,"1425 Linn St, Cincinnati, OH 45214",43752,Cincinnati City,Hamilton,FY00,K-12,Startup,Site,General Education,0.996749981,1,0.074124945,--,0.918244928,D,F,NR,NR,F,NR,B,B,D,F,C,F,NR,F,F,NR,D,C,F,F,D,F,NR,D,F,NR,C,F,F,F,F,F,NR,A,B,NR,C,NR,F,NR,C,C,F,F,NR,C,C,B,39.1109566,-84.5283626,No
083246,St Aloysius Orphanage,134197,Green Inspiration Academy,(216) 3789573,"4265 Northfield Rd, Highland Hills, OH 44128",45005,Warrensville Heights City,Cuyahoga,FY99,K-8,Startup,Site,General Education,1,0.9647238,0.156269211,--,0.926427965,C,B,NR,D,B,NR,NR,NR,B,NR,D,B,NR,C,B,NR,NR,NR,F,NR,C,A,NR,NR,A,A,NR,NR,F,NR,F,C,NR,NR,C,C,NR,D,B,NR,NR,C,NR,A,NR,D,C,NR,41.444329,-81.5276298,No
083246,St Aloysius Orphanage,143313,West Preparatory Academy,(216) 7721340,"13111 Crossburn Ave, Cleveland, OH 44135",43786,Cleveland Municipal,Cuyahoga,FY02,K-8,Startup,Site,General Education,0.744784476,1,0.162754495,0.186026659,0.912462914,D,F,NR,C,C,NR,NR,NR,C,NR,C,F,NR,C,F,NR,NR,NR,F,NR,C,F,NR,C,F,NR,NR,NR,F,NR,F,C,NR,NR,C,NR,NR,F,F,NR,NR,C,NR,F,NR,C,C,NR,41.4247872,-81.7816285,No
083246,St Aloysius Orphanage,009953,Sullivant Avenue Community School,(614) 3085991,"3435 Sullivant Ave, Columbus, OH 43204",43802,Columbus City School District,Franklin,FY09,K-6,Startup,Site,General Education,0.88640974,1,0.067455684,0.396553787,0.903129817,C,C,NR,NR,C,NR,NR,NR,D,NR,B,D,NR,NR,F,NR,NR,NR,F,NR,D,F,NR,NR,F,F,NR,NR,F,NR,F,D,NR,C,B,NR,NR,D,A,NR,D,B,NR,A,NR,NR,A,NR,39.942051,-83.0905281,No
083246,St Aloysius Orphanage,009954,Harrisburg Pike Community School,(614) 2231510,"680 Harrisburg Pike, Columbus, OH 43223",43802,Columbus City School District,Franklin,FY09,K-6,Startup,Site,General Education,0.680850537,1,0.153317842,0.04658438,0.81677015,F,F,NR,NR,F,F,NR,NR,F,NR,D,F,NR,C,F,NR,NR,NR,F,NR,D,A,NR,C,B,NR,NR,NR,F,NR,F,F,NR,NR,C,D,NR,F,C,NR,B,C,NR,D,NR,D,F,NR,39.9437179,-83.036098,No
083246,St Aloysius Orphanage,008000,Lorain Preparatory Academy,(440) 2823127,"4119 Leavitt Rd, Lorain, OH 44053",44263,Lorain City,Lorain,FY07,K-8,Startup,Site,General Education,0.778902278,1,0.154149527,--,0.901794889,F,F,NR,F,D,NR,NR,NR,F,NR,F,F,NR,C,F,NR,NR,NR,F,NR,F,C,NR,D,C,NR,NR,NR,F,NR,F,A,NR,A,B,NR,NR,F,A,NR,C,C,NR,A,NR,C,C,NR,41.4322517,-82.2018087,No
083246,St Aloysius Orphanage,009955,Madison Avenue School of Arts,(419) 2594000,"1511 Madison Ave, Toledo, OH 43604",44909,Toledo City,Lucas,FY09,K-5,Startup,Site,General Education,0.937884695,0.997587844,0.115506182,--,0.909460044,D,D,NR,A,D,NR,NR,NR,F,NR,D,C,NR,A,C,NR,NR,NR,F,NR,C,F,NR,B,F,NR,NR,NR,F,NR,F,F,NR,C,C,F,NR,F,C,NR,NR,C,NR,A,NR,NR,B,NR,41.6558715,-83.5454109,No
000862,Buckeye Community Hope Foundation,010007,Horizon Science Academy Denison Elementary School,,,43786,Cleveland Municipal,Cuyahoga,FY09,"#N/A",Startup,Site,General Education,0.898168817,1,0.178941454,0.169597751,0.9,C,D,NR,NR,D,A,NR,NR,B,NR,D,F,NR,NR,D,NR,NR,NR,F,NR,F,F,NR,C,F,NR,NR,NR,F,NR,F,D,NR,NR,C,NR,NR,F,A,NR,NR,B,NR,A,NR,B,A,NR,0,0,Yes
000862,Buckeye Community Hope Foundation,015741,Westwood Preparatory Academy,(330) 5105400,"840 W. State Street, Suite 200, Columbus, OH 43222",43802,Columbus City School District,Franklin,FY17,K-12,Startup,Site,Special Education,0.43028084,1,0.685303062,--,0.910561637,F,NR,NR,NR,NR,NR,F,NR,NR,F,NR,C,NR,C,C,NR,NR,NR,F,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39.9577849,-83.0228572,No
016998,Ohio Council of Community Schools,009181,Clay Avenue Community School,(419) 7279900,"1030 Clay Ave, Toledo, OH 43608",44909,Toledo City,Lucas,FY08,K-12,Startup,Site,General Education,0.953466537,1,0.145510282,--,0.886033588,D,D,NR,D,F,NR,NR,NR,F,NR,B,A,NR,A,C,NR,NR,NR,F,NR,NR,A,NR,C,B,A,NR,NR,F,NR,B,F,NR,F,F,NR,NR,D,B,NR,C,C,NR,C,NR,D,C,NR,41.6827213,-83.5228873,No
083246,St Aloysius Orphanage,009957,Klepinger Community School,(937) 6101710,"3650 Klepinger Rd, Dayton, OH 45416",43844,Dayton City,Montgomery,FY09,K-8,Startup,Site,General Education,0.988549905,0.990310009,0.145510819,--,0.917728129,C,A,NR,A,A,A,NR,NR,B,NR,D,A,NR,A,A,NR,NR,NR,F,NR,D,A,NR,A,A,NR,NR,NR,F,NR,F,F,NR,F,F,NR,NR,F,A,NR,F,A,NR,A,NR,F,A,NR,39.8003233,-84.2442611,No
016998,Ohio Council of Community Schools,010180,Mount Auburn International Academy,,,43752,Cincinnati City,Hamilton,FY09,"#N/A",Startup,Site,General Education,0.973621625,1,0.114518067,--,0.898224477,F,F,NR,F,F,NR,D,D,F,F,F,F,NR,F,F,NR,D,NR,F,F,D,F,NR,F,F,F,NR,NR,F,F,F,B,NR,B,B,NR,NR,F,D,NR,C,D,F,C,NR,C,C,NR,0,0,Yes
012931,Office of School Sponsorship,151175,West Central Learning Academy II,(419) 2279252,"522 W North St, Lima, OH 45801",44222,Lima City,Allen,FY03,9-12,Startup,Site,Dropout Prevention and Recovery,0.277737075,0.707822983,0.169221477,--,0.859215765,Meets Standards,57.1,Exceeds Standards,78.6,Not Rated,NR,Not Rated,Not Rated,NR,67.9,Does Not Meet Standards,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40.7430893,-84.1110621,No
050526,Tri-County ESC,013962,Liberty Preparatory School,(330) 4356382; (330) 6690055,"243 N Milton St, Smithville, OH 44677",50559,Green Local,Wayne,FY14,7-12,Conversion,Site,Dropout Prevention and Recovery,--,0.722928393,0.370794951,--,0.709218995,Meets Standards,57.1,Exceeds Standards,59.1,Exceeds Standards,53.6,Exceeds Standards,Not Rated,NR,53.4,Does Not Meet Standards,Exceeds Standards,58.5,Exceeds Standards,46.4,Exceeds Standards,45.5,NR,Not Rated,Exceeds Standards,49.4,70,Exceeds Standards,40.9,Meets Standards,36.4,Not Rated,Not Rated,NR,NR,Meets Standards,NR,Does Not Meet Standards,Meets Standards,Not Rated,NR,NR,NR,Not Rated,NR,Not Rated,--,7.1,--,--,--,--,--,40.8651697,-81.8601273,No
007991,Educational Resource Consultants of Ohio,134247,City Day Community School,(937) 2238130,"320 S Main St, Dayton, OH 45402",43844,Dayton City,Montgomery,FY99,K-8,Startup,Site,General Education,0.952764157,0.869315563,0.128714534,--,0.880002912,D,D,NR,NR,C,NR,NR,NR,F,NR,NR,D,NR,NR,D,NR,NR,NR,F,NR,C,F,NR,NR,F,F,NR,NR,F,NR,NR,NR,NR,NR,NR,NR,NR,F,F,NR,NR,C,NR,D,NR,NR,B,NR,39.7549016,-84.1898719,No
048199,ESC of Lake Erie West,000543,Pinnacle Academy,(216) 7310127,"860 E 222nd St, Euclid, OH 44123",43950,Euclid City,Cuyahoga,FY05,K-8,Startup,Site,General Education,0.978958341,0.88786315,0.102042799,--,0.920150357,F,F,NR,F,F,NR,NR,NR,F,NR,D,F,NR,F,F,NR,NR,NR,F,NR,C,F,NR,F,F,NR,NR,NR,F,NR,F,A,NR,A,A,NR,NR,F,A,NR,A,A,NR,A,NR,A,A,NR,41.5907814,-81.5274736,No
016998,Ohio Council of Community Schools,010182,Performance Academy Eastland,(614) 3146301,"2220 S Hamilton Rd, Columbus, OH 43232",43802,Columbus City School District,Franklin,FY09,K-12,Startup,Site,General Education,0.967080816,1,0.214135762,0.19358089,0.932512977,F,F,NR,D,D,NR,NR,NR,F,NR,F,D,NR,C,C,NR,NR,NR,F,NR,F,F,NR,D,F,F,NR,NR,F,NR,F,F,NR,D,F,NR,NR,F,F,NR,C,D,NR,C,NR,C,C,NR,39.9298813,-82.8770591,No
016998,Ohio Council of Community Schools,012010,Cleveland College Preparatory School,(216) 3411347,"4906 Fleet Ave, Cleveland, OH 44105",43786,Cleveland Municipal,Cuyahoga,FY11,K-12,Startup,Site,General Education,0.895758623,0.993721474,0.182230166,--,0.874235861,C,D,NR,C,C,NR,NR,NR,B,NR,B,F,NR,NR,C,NR,NR,NR,F,NR,D,D,NR,NR,C,NR,NR,NR,F,NR,NR,A,NR,NR,A,NR,NR,F,C,NR,C,B,NR,A,NR,NR,A,NR,41.455525,-81.656059,No
000862,Buckeye Community Hope Foundation,014081,Insight School of Ohio,,,43802,Columbus City School District,Franklin,FY14,"#N/A",Startup,Virtual,General Education,0.338743073,0.643519305,0.2347914,--,0.881789591,F,F,NR,F,F,F,F,F,F,F,NR,F,NR,F,F,F,F,F,F,F,NR,F,NR,F,F,F,F,F,F,F,NR,F,NR,D,C,C,F,NR,D,NR,NR,NR,NR,--,--,--,--,--,0,0,Yes
048199,ESC of Lake Erie West,000546,Winterfield Venture Academy,(419) 5313285,"305 Wenz Rd, Toledo, OH 43615",44909,Toledo City,Lucas,FY05,K-8,Startup,Site,General Education,0.955391028,1,0.169684233,--,0.926135608,D,C,NR,C,C,NR,NR,NR,F,NR,F,B,NR,A,C,NR,NR,NR,F,NR,C,C,NR,B,D,NR,NR,NR,F,NR,F,C,NR,C,A,NR,NR,F,A,NR,C,B,NR,A,NR,F,C,NR,41.6343463,-83.6437376,No
016998,Ohio Council of Community Schools,012011,Columbus Performance Academy,(614) 3180720,"274 E 1st Ave, Columbus, OH 43201",43802,Columbus City School District,Franklin,FY11,K-12,Startup,Site,General Education,0.950678332,1,0.330857169,--,0.937941162,D,A,NR,F,C,F,NR,NR,F,NR,F,B,NR,F,C,NR,NR,NR,F,NR,D,B,NR,C,B,B,NR,NR,F,NR,F,C,NR,B,C,D,NR,NR,D,NR,C,D,NR,B,NR,NR,C,NR,39.9813337,-82.9960155,No
000862,Buckeye Community Hope Foundation,142927,Focus Learning Academy of Southwest Columbus,(614) 5452000,"190 Southwood Ave, Columbus, OH 43207",43802,Columbus City School District,Franklin,FY03,9-12,Startup,Site,Dropout Prevention and Recovery,0.371663849,1,0.243018376,--,0.382067888,Meets Standards,30.2,Meets Standards,20.6,Meets Standards,21.3,Meets Standards,Meets Standards,23.9,23.6,Exceeds Standards,Meets Standards,15.2,Meets Standards,16.2,Meets Standards,19.1,22.2,Meets Standards,Meets Standards,20.8,66.7,Meets Standards,12.1,Meets Standards,14.5,Meets Standards,Meets Standards,26.8,19,Meets Standards,34.3,Does Not Meet Standards,Does Not Meet Standards,Does Not Meet Standards,20,12.2,18.3,Meets Standards,17.1,Does Not Meet Standards,10.7,16.9,55,Meets Standards,11.7,Meets Standards,Meets Standards,39.9325,-82.9906836,No
043752,Cincinnati City,013967,Cincinnati Learning Schools,,,43752,Cincinnati City,Hamilton,FY14,"#N/A",Startup,Site,General Education,0.933236067,0.519025382,0.279515617,--,0.911103047,F,F,NR,F,F,NR,F,F,F,F,NR,F,NR,D,F,NR,F,NR,F,F,NR,F,NR,C,F,F,NR,NR,F,NR,NR,F,NR,F,F,C,NR,NR,F,NR,F,F,NR,--,--,--,--,--,0,0,Yes
000862,Buckeye Community Hope Foundation,014858,REACH Academy,,,44909,Toledo City,Lucas,FY15,"#N/A",Startup,Site,General Education,0.589264739,0.995721325,0.231942761,--,0.847607809,F,F,NR,D,F,NR,NR,NR,F,NR,D,D,NR,C,D,NR,NR,NR,F,NR,D,F,NR,F,F,NR,NR,NR,F,NR,F,F,NR,C,F,NR,NR,F,--,--,--,--,--,--,--,--,--,--,0,0,Yes
