School,SchoolOrHome,Type,Latitude,Longitude
4046 Cherry Grove Rd,Home,Vacant Land,39.6808716,-83.7805476
600 S Stringtown Rd,Home,Single Family Residential,39.6609253,-83.8343549
2630 Henville Rd,Home,Single Family Residential,39.605089,-83.923086
2125 Carolina Dr,Home,Single Family Residential,39.6699817,-83.970933
149 Rogers St,Home,Single Family Residential,39.675437,-83.928216
467 S Columbus St,Home,Single Family Residential,39.6793492,-83.9217999
1793 Drake Dr,Home,Single Family Residential,39.6824068,-83.9611757
218 N Bickett Rd,Home,Single Family Residential,39.686306,-83.8845103
246 Pleasant St,Home,Single Family Residential,39.6901404,-83.934666
1427 Omard Dr,Home,Single Family Residential,39.691992,-83.9532364
1060 Hoop Rd,Home,Single Family Residential,39.6787819,-83.8964322
469 N Galloway St Unit 1/2,Home,Single Family Residential,39.6910707,-83.9332596
391 E Market St,Home,Single Family Residential,39.6866604,-83.9226274
371 Mount Vernon Dr,Home,Single Family Residential,39.671167,-83.9381407
1163 Frost Circle Dr,Home,Single Family Residential,39.6872209,-83.9495145
305 Winding Trl,Home,Single Family Residential,39.710426,-83.9219449
1982 N Red Robin Dr,Home,Single Family Residential,39.767053,-84.0035696
2006 Wimbledon Dr,Home,Single Family Residential,39.6664187,-83.9618786
2427 Sherbourne Way,Home,Single Family Residential,39.6811786,-84.0250256
2497 Sherbourne Way,Home,Single Family Residential,39.6808298,-84.0279954
415 Wilson,Home,Single Family Residential,39.699226,-83.925878
2669 N Kearney Ct,Home,Single Family Residential,39.660765,-83.9721318
2624 Britannia Ct,Home,Single Family Residential,39.6825156,-84.0289276
1113 W 2nd St,Home,Single Family Residential,39.6817232,-83.9488115
2054 Winding Brook Way,Home,Single Family Residential,39.66924,-84.0129004
2797 W Enon Rd,Home,Single Family Residential,39.7653013,-83.9501348
1261 Arthur Dr,Home,Single Family Residential,39.7071085,-83.8842826
1798 Pueblo Dr,Home,Single Family Residential,39.6743448,-83.9605968
1178 New Mexico Dr,Home,Single Family Residential,39.6634405,-83.973372
101 Cato Dr,Home,Single Family Residential,39.6850726,-83.9527919
782 Hawkins Rd,Home,Single Family Residential,39.7069083,-83.9590669
317 Yorkshire Ln,Home,Single Family Residential,39.681537,-84.0208319
00 W Second,Home,Vacant Land,39.6818957,-83.9459008
567 Shepherd Rd,Home,Single Family Residential,39.674848,-84.036031
3259 Cemetery Rd,Home,Single Family Residential,39.5866104,-83.950524
209 E 2nd St,Home,Single Family Residential,39.6838832,-83.9254663
1564 Stonebury Ct,Home,Single Family Residential,39.7175051,-83.9927365
1865 Highlander Dr,Home,Single Family Residential,39.7094101,-83.9101313
1803 Spring Meadows Dr,Home,Single Family Residential,39.7662591,-83.9967863
2064 Gayhart Dr,Home,Single Family Residential,39.6681037,-83.9672535
1443 Claiborne Ct,Home,Single Family Residential,39.727994,-83.9922406
236 Fairview Ct,Home,Single Family Residential,39.7059362,-83.9373518
385 Ackerman Pl,Home,Single Family Residential,39.689625,-83.9446033
976 Echo Ct,Home,Single Family Residential,39.7117889,-83.9134004
923 Lewis Creek Ct,Home,Single Family Residential,39.7352786,-83.8949628
0 Ludlow Rd,Home,Vacant Land,39.752358,-83.973111
2350 Lower Bellbrook Rd,Home,Single Family Residential,39.632592,-84.026853
1580 Cheyenne Dr,Home,Single Family Residential,39.680755,-83.9635841
2790 Kingman Dr,Home,Single Family Residential,39.656963,-83.97517
2476 Indian Wells Trl,Home,Single Family Residential,39.6617536,-84.0286178
359 Brush Row Rd,Home,Single Family Residential,39.7280431,-83.9176417
1434 Runnymeade Way,Home,Single Family Residential,39.7279457,-83.9862686
1632 Grand Portage Trl,Home,Single Family Residential,39.7551276,-83.9918345
3003 Hoop Rd,Home,Single Family Residential,39.625721,-83.8354559
1139 Spegele Ct,Home,Single Family Residential,39.6625038,-83.9762244
101 Ridgebrook Trl,Home,Single Family Residential,39.6911733,-84.0372009
843 Us Route 68,Home,Single Family Residential,39.658605,-83.911444
399 Whisper Ln,Home,Townhouse,39.6767358,-83.9741575
268 Yorkshire Ln,Home,Single Family Residential,39.682644,-84.0189317
277 Home Ave,Home,Single Family Residential,39.6767425,-83.926491
1181 Turner Pl,Home,Single Family Residential,39.7088628,-83.887491
185 S Valley Rd,Home,Single Family Residential,39.682378,-83.996043
1799 Kylemore Dr,Home,Single Family Residential,39.683377,-83.9612997
3950 N Us Highway 68,Home,Ranch,39.563901,-83.846749
895 Louise,Home,Vacant Land,39.6960451,-83.9242994
896 Louise,Home,Vacant Land,39.6962609,-83.9248557
210 Thoreau Ln,Home,Single Family Residential,39.6891203,-83.9512928
233 S Detroit St,Home,Single Family Residential,39.681828,-83.9285808
2653 Britannia Ct,Home,Single Family Residential,39.6826681,-84.0303318
95 Ridgebrook Trl,Home,Single Family Residential,39.6911733,-84.0372009
3950 US Rt 68 N,Home,Ranch,39.563328,-83.847115
2249 Walnut Ct,Home,Single Family Residential,39.7510258,-83.9907894
1946 Trebein Rd,Home,Single Family Residential,39.742583,-83.984231
6.5 Acres Spring Valley-alpha Rd,Home,Vacant Land,39.6531317,-84.007671
6 Acres Spring Valley-alpha Rd,Home,Vacant Land,39.6531317,-84.007671
228 Pocahontas St,Home,Single Family Residential,39.6703544,-83.9279644
78 Governors Club Dr,Home,Single Family Residential,39.6927665,-84.0158748
39 High St,Home,Vacant Land,39.6773186,-83.9308786
1150 Lisa Marie Dr,Home,Single Family Residential,39.656963,-83.97517
2570 Washington Mill Rd,Home,Single Family Residential,39.645012,-84.034736
2315 Signature Dr,Home,Single Family Residential,39.6884315,-84.0209765
1013 Hamlet Dr,Home,Single Family Residential,39.6969755,-83.9217999
1165 Mcpherson Rd,Home,Vacant Land,39.655461,-83.999473
2833 Ridge View Ct,Home,Single Family Residential,39.769182,-83.997076
2662 Upper Bellbrook Rd,Home,Single Family Residential,39.6662861,-84.0366525
1653 Oakwood Trl,Home,Single Family Residential,39.7496833,-83.9930878
2807 Kingman,Home,Single Family Residential,39.6996712,-83.9024687
592 S Detroit St,Home,Single Family Residential,39.6770347,-83.9305293
2246 Annandale Pl,Home,Single Family Residential,39.6911189,-84.0181882
422 N Columbus St,Home,Single Family Residential,39.6903513,-83.9202691
313 & 317 Orient Ave #317,Home,Multi-Family (2-4 Unit),39.6809499,-83.9237455
1755 Lower Bellbrook Rd,Home,Single Family Residential,39.635724,-84.003416
1304 Wilberforce Clifton Rd,Home,Single Family Residential,39.7171872,-83.8840694
0 Alpha Bellbrook,Home,Vacant Land,39.6851919,-84.0531363
110 Pawleys Plantation Ct,Home,Single Family Residential,39.687373,-84.015627
2682 Tennessee Dr,Home,Vacant Land,39.66349,-83.9794129
N/A Lori Ct,Home,Vacant Land,39.6627602,-83.9733432
2698 Tennessee Dr,Home,Vacant Land,39.663129,-83.979822
2690 Tennessee Dr,Home,Vacant Land,39.663321,-83.979643
2301 Signature Dr,Home,Single Family Residential,39.688248,-84.020504
73 Governors Club Dr,Home,Single Family Residential,39.6925894,-84.0171141
834 Lynn St,Home,Single Family Residential,39.6735542,-83.9346966
0 Sacramento St,Home,Vacant Land,39.681196,-83.937233
0 California St,Home,Vacant Land,39.681413,-83.936982
568 Concord Way,Home,Vacant Land,39.672662,-83.97715
1673 Us Route 68,Home,Single Family Residential,39.632079,-83.8959769
lot # 206 Kitty Hawk Dr,Home,Vacant Land,39.6588011,-83.9622085
lot # 190 Lakeview Dr,Home,Vacant Land,39.6572664,-83.9617157
lot # 189 Lakeview Dr,Home,Vacant Land,39.6572664,-83.9617157
lot #170 Wright Ave,Home,Vacant Land,39.6587725,-83.9594227
199 Signature Dr,Home,Single Family Residential,39.6851696,-84.0258712
124 Signature South Dr S,Home,Vacant Land,39.6872926,-84.0253333
0 Glen Abbey Pl,Home,Vacant Land,39.686606,-84.029588
622 E Market St,Home,Vacant Land,39.6875366,-83.9186066
1229 Mcginnis Dr,Home,Single Family Residential,39.7123389,-83.8856694
Lot 145 Scottsgate Ct,Home,Vacant Land,39.7228881,-83.9927855
0 Lot 81 Audubon Ln,Home,Vacant Land,39.728816,-83.986238
0 Lot 80 Foxtale Ct,Home,Vacant Land,39.728615,-83.986314
0 Lot 75 Audubon Ln,Home,Vacant Land,39.728757,-83.985483
0 Lot 42 Audubon Ln,Home,Vacant Land,39.728662,-83.986975
0 Lot 32 Runnymeade Way,Home,Vacant Land,39.728991,-83.98816
Lot 42 Prestonwood Ct,Home,Vacant Land,39.7274298,-83.9903897
Lot 40 Prestonwood Ct,Home,Vacant Land,39.7261361,-83.9906976
0 Lot 82 Audubon Ln,Home,Vacant Land,39.728746,-83.986618
1514 N Regency Dr,Home,Condo/Co-op,39.706636,-83.9248439
Lot 1 Curtis Ln,Home,Vacant Land,39.6560144,-83.8157154
252 Signature Dr,Home,Single Family Residential,39.6837063,-84.0266602
2170 Meridan Ct,Home,Single Family Residential,39.6847822,-83.9296526
741 Curtis Lot 8,Home,Vacant Land,39.656049,-83.816386
791 Curtis Ln Lot 10,Home,Vacant Land,39.654355,-83.816582
829 Curtis Ln #11,Home,Vacant Land,39.653622,-83.816487
607 Concord Way,Home,Vacant Land,39.672029,-83.976121
220 Signature Dr,Home,Single Family Residential,39.6844931,-84.0252103
834 Bellbrook Ave,Home,Vacant Land,39.678301,-83.948149
1764 Arena Ct,Home,Vacant Land,39.705231,-83.941827
0 Lynn St,Home,Vacant Land,39.677052,-83.932542
240 E 2nd St,Home,Single Family Residential,39.684494,-83.9249859
1670 Woodland Trl,Home,Single Family Residential,39.7511444,-83.9930415
1991 Hickory Knoll Dr,Home,Vacant Land,39.68126,-84.00898
1515 Stonebury Ct,Home,Single Family Residential,39.7175974,-83.9906331
1612 Windham Ln,Home,Single Family Residential,39.719672,-83.993398
1608 Windham Ln,Home,Single Family Residential,39.719672,-83.993398
1597 Windham Ln,Home,Single Family Residential,39.719672,-83.993398
Morrison,Home,Single Family Residential,39.719034,-83.992307
Ballenger,Home,Single Family Residential,39.690875,-84.037488
Monroe,Home,Single Family Residential,39.719034,-83.992307
Keating,Home,Single Family Residential,39.719034,-83.992307
Fairview,Home,Single Family Residential,39.719034,-83.992307
Elliott,Home,Single Family Residential,39.719034,-83.992307
Dillon,Home,Single Family Residential,39.719034,-83.992307
Clayton,Home,Single Family Residential,39.719034,-83.992307
Cooke,Home,Single Family Residential,39.719034,-83.992307
Dawson,Home,Single Family Residential,39.719034,-83.992307
Cheswicke,Home,Single Family Residential,39.719034,-83.992307
Barrett,Home,Single Family Residential,39.719034,-83.992307
Ainsley II,Home,Single Family Residential,39.719034,-83.992307
Plan 1296,Home,Single Family Residential,39.6568748,-83.9753563
Plan 1918,Home,Single Family Residential,39.6568748,-83.9753563
Plan 1680,Home,Single Family Residential,39.6568748,-83.9753563
Plan 1440,Home,Single Family Residential,39.6568748,-83.9753563
Hudson,Home,Single Family Residential,39.690875,-84.037488
Lehigh,Home,Single Family Residential,39.690875,-84.037488
Windsor II,Home,Single Family Residential,39.719034,-83.992307
Tolbert,Home,Single Family Residential,39.719034,-83.992307
Thorton,Home,Single Family Residential,39.719034,-83.992307
Sorrel Classic,Home,Single Family Residential,39.719034,-83.992307
Serenity,Home,Single Family Residential,39.719034,-83.992307
Oasis,Home,Single Family Residential,39.719034,-83.992307
Ryder,Home,Single Family Residential,39.719034,-83.992307
Nicholas,Home,Single Family Residential,39.719034,-83.992307
Columbia,Home,Single Family Residential,39.690875,-84.037488
4806 Pershing Ave,Home,Townhouse,41.40973,-81.718915
3446 Torrington Ave,Home,Single Family Residential,41.4106755,-81.7097382
4809 Grantwood Dr,Home,Single Family Residential,41.3957626,-81.7190452
7580 State Rd,Home,Single Family Residential,41.3596217,-81.7188459
4302 Albertly Ave,Home,Single Family Residential,41.4013907,-81.7140998
2807 Stanfield Dr,Home,Single Family Residential,41.3774738,-81.702169
3120 Dentzler Rd,Home,Single Family Residential,41.3712971,-81.7059944
5310 Huntington Reserve Dr,Home,Single Family Residential,41.3563625,-81.7227367
1661 Jacqueline Dr,Home,Single Family Residential,41.3536191,-81.6907068
4520 Milford Ave,Home,Single Family Residential,41.4112019,-81.7168531
2820 Parklane Dr,Home,Single Family Residential,41.3999261,-81.7029816
2822 Dentzler Rd,Home,Single Family Residential,41.3712685,-81.7029388
3321 Nottingham Dr,Home,Single Family Residential,41.3681146,-81.7077284
1815 Grovewood Ave,Home,Single Family Residential,41.4134046,-81.6926743
5272 W 45th St,Home,Single Family Residential,41.4168,-81.7164658
6479 W 29th St,Home,Single Family Residential,41.3877537,-81.703452
2906 Heresford Dr,Home,Single Family Residential,41.4006135,-81.7038507
4523 Albertly Ave,Home,Single Family Residential,41.4010124,-81.716827
2823 Park Dr,Home,Single Family Residential,41.3791813,-81.7028021
4517 Wood Ave,Home,Single Family Residential,41.4084135,-81.7166226
3115 Maplecrest Ave,Home,Single Family Residential,41.39859,-81.7059573
1307 Englewood Dr,Home,Single Family Residential,41.4039044,-81.6881404
2703 Park Dr,Home,Single Family Residential,41.3792271,-81.7011426
6468 State Rd Unit L12,Home,Condo/Co-op,41.3877968,-81.715518
3011 Hearthstone Rd,Home,Single Family Residential,41.4073336,-81.704906
4923 Kenmore Ave,Home,Single Family Residential,41.407692,-81.7200859
2903 Torrington Ave,Home,Single Family Residential,41.4103563,-81.7036015
2922 Grovewood Ave,Home,Single Family Residential,41.4133528,-81.7043073
2500 Coventry Dr,Home,Single Family Residential,41.3658537,-81.6979778
2302 Hillcrest Ln,Home,Single Family Residential,41.3595034,-81.6962243
3309 Maplecrest Ave,Home,Single Family Residential,41.398539,-81.707312
4901 Sandy Hook Dr,Home,Single Family Residential,41.3598309,-81.7201286
1703 Grantwood Dr,Home,Single Family Residential,41.3960864,-81.6907496
2519 Stanfield Dr,Home,Single Family Residential,41.3775073,-81.6999451
4010 Stary Dr,Home,Single Family Residential,41.3621598,-81.7125177
4102 Snow Rd,Home,Single Family Residential,41.4052085,-81.7131264
5202 Grantwood Dr,Home,Single Family Residential,41.3962517,-81.7215255
4404 Woodway Ave,Home,Single Family Residential,41.4171994,-81.7156296
2827 Snow Rd #2825,Home,Townhouse,41.404766,-81.703188
3306 Grantwood Dr,Home,Single Family Residential,41.396543,-81.7072688
3021 Marmore Ave,Home,Single Family Residential,41.4180491,-81.7053227
1978 Hope Haven Dr,Home,Single Family Residential,41.3603104,-81.6934014
4807 Redfern Rd,Home,Single Family Residential,41.3994105,-81.7189742
4402 Dawnshire Dr,Home,Single Family Residential,41.4005911,-81.7148695
4526 Russell Ave,Home,Single Family Residential,41.414908,-81.7172212
3703 Albertly Ave,Home,Townhouse,41.4010578,-81.7111088
1915 Brookview Blvd,Home,Single Family Residential,41.417873,-81.6937436
4000 Pershing Ave,Home,Single Family Residential,41.4096389,-81.7126032
2001 Coventry Dr,Home,Single Family Residential,41.3653654,-81.6928454
3121 Nottingham Dr,Home,Single Family Residential,41.3681015,-81.7059323
3003 Heresford Dr,Home,Single Family Residential,41.4002466,-81.7046714
1360 Vicksburg Dr,Home,Single Family Residential,41.3692607,-81.6880976
3401 Jeanne Dr,Home,Single Family Residential,41.3728155,-81.7081988
2799 Grantwood Dr,Home,Single Family Residential,41.3961233,-81.701998
7329 Ward Rd,Home,Single Family Residential,41.366423,-81.7097489
911 Hillsdale Rd,Home,Single Family Residential,41.4014548,-81.6854456
7156 W Parkview Dr,Home,Single Family Residential,41.3716786,-81.7005439
4502 Albertly Ave,Home,Single Family Residential,41.4013773,-81.7160962
5232 Roseside Dr,Home,Single Family Residential,41.4179202,-81.7142708
1470 Jacqueline Dr,Home,Single Family Residential,41.354172,-81.688915
4509 Torrington Ave,Home,Single Family Residential,41.4102171,-81.7163494
6415 Goebel Dr,Home,Single Family Residential,41.3895137,-81.7003728
4210 Russell Ave,Home,Single Family Residential,41.4149109,-81.7139741
2907 Grantwood Dr,Home,Single Family Residential,41.3961014,-81.7038511
3014 Dellwood Dr,Home,Single Family Residential,41.3919674,-81.7047349
907 Clearview Ave,Home,Single Family Residential,41.4005873,-81.6852745
4901 Russell,Home,Single Family Residential,41.4144825,-81.7194018
3423 Klusner Ave,Home,Single Family Residential,41.3764476,-81.7089582
1104 Clearview Ave,Home,Single Family Residential,41.4009819,-81.6864294
4415 Wood Ave,Home,Single Family Residential,41.4083752,-81.7155536
2914 Wellington Ave,Home,Single Family Residential,41.3981537,-81.704236
3443 Torrington Ave,Home,Single Family Residential,41.410278,-81.7095678
3119 Lincoln Ave,Home,Single Family Residential,41.4138775,-81.7061982
2293 Judy Dr,Home,Single Family Residential,41.3525805,-81.6967803
4415 Kenmore Ave,Home,Single Family Residential,41.4077207,-81.7156391
7583 Orlando Dr,Home,Single Family Residential,41.3588409,-81.6932517
3410 Alden Dr,Home,Single Family Residential,41.3902038,-81.7088402
2902 Park Dr,Home,Single Family Residential,41.3795817,-81.7033779
S Park Blvd,Home,Vacant Land,41.39223,-81.700901
